s.no,crc_no,dise_code,school_name,mgmt,school_level,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchpri,tchupr,tchregu,tchcont,tchpart,std,phone_1,mobile_1,phone_2,mobile_2,email,website
801,C.R.C. NO. 22,24091502221,SHREE ADARSH SHAIKSHANIK SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,1,2,0,0,4,2,1,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,1,2,4,0,281,2322100,9998011175,,8460415718,stsz2590@rediffmail.com,
802,C.R.C. NO. 22,24091502222,JIVAN JYOT MADHYAMIK SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,20,9,0,0,0,0,3,1,4,0,0,1,3,0,281,6450001,9825069499,,9825069499,jivanjyotschool64@gmail.com,
803,C.R.C. NO. 23,24091502223,KAILAS VIDYALAY,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,32,63,51,0,0,0,0,2,7,9,0,0,1,8,0,281,2373168,9909350650,,9909350650,kailasvidhyalay@gmail.com,
804,C.R.C. NO. 22,24091502225,CHIRAG VIDHYALAY,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,18,16,22,13,18,15,3,4,7,0,0,2,5,0,281,3203515,9374071415,,9374071415,,
805,C.R.C. NO. 22,24091502226,SUNLIGHT ENGLISH SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,13,12,12,6,9,9,11,13,8,12,8,2,3,4,3,4,0,0,0,0,0,0,0,0,2,6,8,5,3,2,6,0,,,9879325494,0,9687528286,manishsir108@gmail.com,
806,C.R.C. NO. 22,24091502227,SHREE R T A HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,11,0,0,0,0,3,0,3,0,0,3,0,0,0,,9825666804,,9998037103,,
807,C.R.C. NO. 22,24091502228,MADHUVAN SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,34,34,0,0,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,3,7,0,0,281,6593012,9724431164,,9724431164,madhuvanssmadhuvanss@gmail.com,
808,C.R.C. NO. 22,24091502229,SHREE SADVIDYA PR.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,5,4,2,7,0,,,9825672339,,9714023260,dharm_ad96@yahoo.com,
809,C.R.C. NO. 22,24091502230,SHREE NAVKAR SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,19,16,17,7,20,16,18,13,14,14,11,10,24,13,24,18,0,0,0,0,0,0,0,0,0,6,6,3,3,6,0,0,,,9825255226,2365224,9376288034,navkarschool77@gmail.com,
810,C.R.C. NO. 22,24091502231,SHREE NIRANJAN MADYAMIC SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,31,23,28,25,30,29,3,3,6,0,0,6,0,0,281,2365224,9825255226,,9825255226,niranjanschool01@gmail.com,
811,C.R.C. NO. 22,24091502232,KESHAV VIDHYA MANDIR,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,9,7,0,0,0,0,2,1,3,0,0,1,2,0,281,2323223,,,,,
812,C.R.C. NO. 12,24091502304,SCHOOL NO. 92,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,25,34,22,14,23,16,26,17,21,18,25,27,21,16,21,23,0,0,0,0,0,0,0,0,1,9,10,6,4,10,0,0,,,9427726904,,9033347773,rajkotmsbht92@gmail.com,
813,C.R.C. NO. 12,24091502305,SCHOOL NO. 64 B,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,50,45,32,33,31,35,30,38,33,30,49,51,35,32,23,31,0,0,0,0,0,0,0,0,4,12,16,10,6,16,0,0,,,9426996874,,9427920625,,
814,C.R.C. NO. 23,24091502309,GYANDHARA VIDHYA MANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,35,21,32,31,31,13,39,32,31,32,32,35,49,38,43,32,0,0,0,0,0,0,0,0,6,3,9,6,3,9,0,0,,,9879620799,,9824523872,,
815,C.R.C. NO. 23,24091502313,HARI OM VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,40,0,60,0,43,0,41,0,55,0,63,0,64,0,64,0,0,0,0,0,0,0,0,2,6,8,5,3,6,2,0,0,0,9276056496,,9276056496,,
816,C.R.C. NO. 23,24091502315,SHREE SOMNATH VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,24,8,7,6,9,9,10,3,5,11,5,3,17,3,19,7,0,0,0,0,0,0,0,0,2,4,6,3,3,6,0,0,281,322233,9978911189,322233,9925765219,,
817,C.R.C. NO. 23,24091502316,SCHOOL NO. 99,Municipal School Board(MSB)                                                ,Primary                                                                    ,31,22,21,23,30,30,37,32,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,7,0,7,0,0,281,2312077,9898401552,,9427652042,,
818,C.R.C. NO. 22,24091502317,PARTH VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,17,17,25,9,22,14,23,14,27,17,32,15,27,16,29,20,0,0,0,0,0,0,0,0,0,7,7,4,3,2,5,0,0,0,9374071415,,8490055485,,
819,C.R.C. NO. 23,24091502318,SAGAR VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,2,0,4,2,3,3,4,5,8,5,5,6,9,5,2,3,0,0,0,0,0,0,0,0,3,5,8,5,3,8,0,0,281,0,9825538856,,9825538856,,
820,C.R.C. NO. 23,24091502319,KARMA JYOT VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,17,5,4,3,4,3,10,1,10,3,8,5,9,0,4,2,0,0,0,0,0,0,0,0,5,3,8,4,4,7,1,0,281,3190009,9712370009,,9714007770,bmahir898@gmail.com,
821,C.R.C. NO. 18,24091502321,PATANJALI VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,108,57,105,56,97,55,86,65,92,66,84,74,98,54,93,59,0,0,0,0,0,0,0,0,2,8,10,4,6,2,8,0,281,2376272,9913898286,,9913898286,patanjalividyalay@yahoo.in,
822,C.R.C. NO. 21,24091502322,TAKSHASHILA VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,10,7,2,2,1,1,2,0,1,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,3,3,1,2,3,0,0,,,9824819031,,,,
823,C.R.C. NO. 23,24091502323,PARASH VIDHAYALAY,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,11,10,10,9,10,10,9,9,14,12,14,12,7,9,11,11,8,7,5,7,0,0,0,0,0,2,2,1,1,2,0,0,281,2328876,9427221597,,9427221597,,
824,C.R.C. NO. 23,24091502324,GNANGANGA VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,47,19,46,22,42,30,35,39,43,42,40,32,39,19,46,25,0,0,0,0,0,0,0,0,7,9,16,10,6,16,0,0,,,9925456891,,9925456892,,
825,C.R.C. NO. 23,24091502325,TEJASWI VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,14,8,6,4,9,4,10,2,7,2,7,2,3,0,6,0,0,0,0,0,0,0,0,0,0,3,3,2,1,2,1,0,,,9898397121,,9428285379,psgondaliaclia@gmail.com,www.tejaswischool.org
826,C.R.C. NO. 23,24091502326,SATYA PRAKASH PRI. SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,32,24,28,25,35,17,42,18,37,20,50,0,32,0,31,0,82,24,47,35,32,27,47,23,16,15,31,11,8,31,0,0,281,2322055,9879205253,,9879205253,sp@shrisadbhavnaedu.org,www.shrisadbhavnaedu.org
827,C.R.C. NO. 23,24091502327,SISU VIHAR PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,4,7,3,4,7,0,0,,,9824537857,,9913131522,,
828,C.R.C. NO. 23,24091502328,GYANDIP VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,19,11,23,3,23,0,17,0,20,0,24,0,32,0,29,0,0,0,0,0,0,0,0,0,3,6,9,4,5,9,0,0,281,2377859,,,,,
829,C.R.C. NO. 23,24091502329,RAMDEV VIDHAYALAY,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,2,2,1,1,4,5,2,4,9,6,3,3,6,4,5,7,15,8,17,11,5,3,18,3,4,2,6,2,2,6,0,0,,,9723492323,,9723492323,,
830,C.R.C. NO. 23,24091502330,SHREE KAILAS VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,60,32,48,34,43,28,60,34,60,48,67,31,74,55,75,48,0,0,0,0,0,0,0,0,1,13,14,6,8,2,11,1,281,2373168,9909350650,,9909350650,kailasvidhyalay@gmail.com,
831,C.R.C. NO. 23,24091502331,SHREE SHIVAM PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,23,0,17,0,16,0,31,0,31,0,27,0,32,0,27,0,0,0,0,0,0,0,0,4,5,9,5,4,9,0,0,281,2377859,,,,,
832,C.R.C. NO. 23,24091502332,GYANDIP VIDYALAY MADHYAMIK SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,75,0,0,0,0,0,2,4,6,0,0,1,5,0,281,2377859,,,,,
833,C.R.C. NO. 23,24091502333,N.B.G.MADHYAMIK SCHOOL,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,27,0,0,0,0,2,1,3,0,0,1,2,0,281,2377859,,,,,
834,C.R.C. NO. 23,24091502334,GYANGANGA H.S. SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,33,27,20,14,20,22,7,3,10,0,0,2,8,0,0,0,9925456891,,9925456892,gyanganga8693@gmail.com,
835,C.R.C. NO. 23,24091502335,PALAV SECONDARY SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,36,28,0,0,0,0,2,0,2,0,0,2,0,0,281,2321414,9925360218,,9925360218,palav.school@gmail.com,
836,C.R.C. NO. 23,24091502336,GYANDHARA VIDYAMANDIR(M.S.),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,41,37,29,28,17,21,26,5,4,9,0,0,8,1,0,,,9879620799,,9824523872,,
837,C.R.C. NO. 23,24091502337,MANOHAR VIDHYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,9,13,0,4,8,11,10,14,14,18,5,10,4,8,6,0,0,0,0,0,0,0,0,2,8,10,5,5,10,0,0,281,2364986,9427725088,,9427725088,,manoharnikunjrajkot@gmail.com
838,C.R.C. NO. 23,24091502338,SHRI KAILAS VIDYANIKETAN,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,28,4,1,5,0,0,1,4,0,281,2373168,9909350650,,9909350650,kailasvidyaniketan@gmail.com,
839,C.R.C. NO. 23,24091502339,SHRI GYANDEEP H.S.SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,85,0,3,0,3,0,0,1,2,0,281,2378911,9825689560,,9825689560,gyanram20.gmail.com,
840,C.R.C. NO. 23,24091502340,SHRI GYANDEEP H. S. SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,29,50,2,1,3,0,0,3,0,0,281,2378911,9825689560,,9825689560,gyandeeprajkot@yahoo.com,
841,C.R.C. NO. 23,24091502341,SHRI SUNRISE PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,19,6,12,3,11,7,6,3,3,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,4,0,0,281,2377859,,,,,
842,C.R.C. NO. 23,24091502342,SHRI GYANDIP SHAIKSHANIK SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,20,0,24,0,30,0,24,0,38,0,28,0,41,0,29,0,0,0,0,0,0,0,0,0,4,4,8,7,1,2,6,0,281,2377859,,,,gyandeepsankul@gmail.com,
843,C.R.C. NO. 23,24091502343,SHRI GYANDIP VIDHYALAY PRI SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,3,0,0,281,2377859,,,,,
844,C.R.C. NO. 23,24091502344,SHREE SARASWATI SHAIKSHANIK SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,15,10,6,8,9,5,14,5,14,5,6,3,6,2,0,0,0,0,0,0,0,0,0,0,3,8,11,5,6,11,0,0,281,6451205,9376250100,,9377050100,rakesh_sorathiya21@yahoo.com,
845,C.R.C. NO. 23,24091502345,PALAV HIGHER SECONDARY SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,18,7,2,1,3,0,0,1,2,0,281,2321414,9925360218,,9925360218,palav.school@gmail.com,
846,C.R.C. NO. 23,24091502346,SHREE SHISHU VIHAR MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,3,4,0,0,4,0,0,281,6548051,9824537857,,9913131522,,
847,C.R.C. NO. 23,24091502347,RAVI PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,12,17,16,11,13,7,21,5,21,9,16,14,15,9,25,10,0,0,0,0,0,0,0,0,5,5,10,5,5,10,0,0,281,2362211,9924940862,,9924940862,tdessystem@gmail.com,
848,C.R.C. NO. 23,24091502348,SHREE KRISHNA HIGH SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,27,4,9,6,0,0,7,1,8,0,0,8,0,0,281,2362211,9924940862,,9924940862,tdessystem@gmail.com,
849,C.R.C. NO. 23,24091502349,PALAV VIDYA MANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,26,0,33,0,33,0,34,0,33,0,34,0,42,0,32,0,0,0,0,0,0,0,0,0,2,6,8,5,3,2,6,0,281,2924133,9978386580,,9978386580,palav.school@gmail.com,
850,C.R.C. NO. 23,24091502350,SHREEJI PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,18,19,18,11,11,15,10,16,21,10,17,5,11,8,9,8,0,0,0,0,0,0,0,0,2,6,8,4,4,8,0,0,,,9428466537,,9428466537,,
851,C.R.C. NO. 23,24091502351,MAHILA VARG AND KUMAR SHALA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,33,14,12,9,15,2,15,5,12,4,11,0,4,4,0,0,0,0,0,0,0,0,0,0,1,6,7,5,2,7,0,0,,,9426936106,,8980710574,,
852,C.R.C. NO. 23,24091502352,HARI OM GIRLS HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,90,0,65,0,54,2,2,4,0,0,2,2,0,281,2921123,9725293556,,9725293556,,
853,C.R.C. NO. 23,24091502353,NIKUNJ VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,7,3,10,0,0,281,2364986,9274510611,,9274510611,,
854,C.R.C. NO. 23,24091502354,SHREE SATYAPRAKASH PRI.SCHOOL(ENG.MED.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,281,2322054,9712905253,,9712905253,sp@shrisadbhavnaedu.org,
